state,date,confirmed,deaths,cured,daily_new_cases,totalsamples,positive,positive_test_rate,total_doses_administered,population,vaccination_rate,case_fatality_rate,risk_level,active_cases,day_of_week
Arunachal Pradesh,11-12-2020,"16,479",55,"15,739",18,"367,980","2,658",0.72,0,"1,504,000",0.00,0.33,Low Risk,685,Friday
Arunachal Pradesh,12-12-2020,"16,497",55,"16,163",18,"368,526","2,658",0.72,0,"1,504,000",0.00,0.33,Low Risk,279,Saturday
Arunachal Pradesh,13-12-2020,"16,509",55,"16,185",12,"368,841","2,658",0.72,0,"1,504,000",0.00,0.33,Low Risk,269,Sunday
Arunachal Pradesh,14-12-2020,"16,513",55,"16,206",4,"369,540","2,658",0.72,0,"1,504,000",0.00,0.33,Low Risk,252,Monday
Arunachal Pradesh,15-12-2020,"16,536",55,"16,243",23,"370,128","2,658",0.72,0,"1,504,000",0.00,0.33,Low Risk,238,Tuesday
Arunachal Pradesh,16-12-2020,"16,553",55,"16,264",17,"370,756","2,658",0.72,0,"1,504,000",0.00,0.33,Low Risk,234,Wednesday
Arunachal Pradesh,17-12-2020,"16,574",55,"16,278",21,"371,423","2,658",0.72,0,"1,504,000",0.00,0.33,Low Risk,241,Thursday
Arunachal Pradesh,18-12-2020,"16,603",55,"16,290",29,"371,936","2,658",0.71,0,"1,504,000",0.00,0.33,Low Risk,258,Friday
Arunachal Pradesh,19-12-2020,"16,611",55,"16,322",8,"372,458","2,658",0.71,0,"1,504,000",0.00,0.33,Low Risk,234,Saturday
Arunachal Pradesh,20-12-2020,"16,629",55,"16,333",18,"372,693","2,658",0.71,0,"1,504,000",0.00,0.33,Low Risk,241,Sunday
Arunachal Pradesh,21-12-2020,"16,630",55,"16,350",1,"373,351","2,658",0.71,0,"1,504,000",0.00,0.33,Low Risk,225,Monday
Arunachal Pradesh,22-12-2020,"16,652",56,"16,369",22,"373,734","2,658",0.71,0,"1,504,000",0.00,0.34,Low Risk,227,Tuesday
Arunachal Pradesh,23-12-2020,"16,657",56,"16,379",5,"374,423","2,658",0.71,0,"1,504,000",0.00,0.34,Low Risk,222,Wednesday
Arunachal Pradesh,24-12-2020,"16,669",56,"16,401",12,"375,058","2,658",0.71,0,"1,504,000",0.00,0.34,Low Risk,212,Thursday
Arunachal Pradesh,25-12-2020,"16,678",56,"16,438",9,"375,405","2,658",0.71,0,"1,504,000",0.00,0.34,Low Risk,184,Friday
Arunachal Pradesh,26-12-2020,"16,678",56,"16,454",0,"375,766","2,658",0.71,0,"1,504,000",0.00,0.34,Low Risk,168,Saturday
Arunachal Pradesh,27-12-2020,"16,687",56,"16,477",9,"376,168","2,658",0.71,0,"1,504,000",0.00,0.34,Low Risk,154,Sunday
Arunachal Pradesh,28-12-2020,"16,689",56,"16,503",2,"376,568","2,658",0.71,0,"1,504,000",0.00,0.34,Low Risk,130,Monday
Arunachal Pradesh,29-12-2020,"16,696",56,"16,521",7,"377,052","2,658",0.70,0,"1,504,000",0.00,0.34,Low Risk,119,Tuesday
Arunachal Pradesh,30-12-2020,"16,709",56,"16,538",13,"377,725","2,658",0.70,0,"1,504,000",0.00,0.34,Low Risk,115,Wednesday
Arunachal Pradesh,31-12-2020,"16,711",56,"16,549",2,"378,151","2,658",0.70,0,"1,504,000",0.00,0.34,Low Risk,106,Thursday
Arunachal Pradesh,01-01-2021,"16,719",56,"16,564",8,"378,364","2,658",0.70,0,"1,504,000",0.00,0.33,Low Risk,99,Friday
Arunachal Pradesh,02-01-2021,"16,719",56,"16,566",0,"378,926","2,658",0.70,0,"1,504,000",0.00,0.33,Low Risk,97,Saturday
Arunachal Pradesh,03-01-2021,"16,727",56,"16,576",8,"379,261","2,658",0.70,0,"1,504,000",0.00,0.33,Low Risk,95,Sunday
Arunachal Pradesh,04-01-2021,"16,732",56,"16,583",5,"379,934","2,658",0.70,0,"1,504,000",0.00,0.33,Low Risk,93,Monday
Arunachal Pradesh,05-01-2021,"16,741",56,"16,598",9,"381,014","2,658",0.70,0,"1,504,000",0.00,0.33,Low Risk,87,Tuesday
Arunachal Pradesh,06-01-2021,"16,744",56,"16,609",3,"381,616","2,658",0.70,0,"1,504,000",0.00,0.33,Low Risk,79,Wednesday
Arunachal Pradesh,07-01-2021,"16,753",56,"16,609",9,"382,096","2,658",0.70,0,"1,504,000",0.00,0.33,Low Risk,88,Thursday
Arunachal Pradesh,08-01-2021,"16,757",56,"16,622",4,"382,701","2,658",0.69,0,"1,504,000",0.00,0.33,Low Risk,79,Friday
Arunachal Pradesh,09-01-2021,"16,764",56,"16,631",7,"383,065","2,658",0.69,0,"1,504,000",0.00,0.33,Low Risk,77,Saturday
Arunachal Pradesh,10-01-2021,"16,767",56,"16,647",3,"383,621","2,658",0.69,0,"1,504,000",0.00,0.33,Low Risk,64,Sunday
Arunachal Pradesh,11-01-2021,"16,772",56,"16,650",5,"384,038","2,658",0.69,0,"1,504,000",0.00,0.33,Low Risk,66,Monday
Arunachal Pradesh,12-01-2021,"16,777",56,"16,658",5,"384,536","2,658",0.69,0,"1,504,000",0.00,0.33,Low Risk,63,Tuesday
Arunachal Pradesh,13-01-2021,"16,782",56,"16,665",5,"385,299","2,658",0.69,0,"1,504,000",0.00,0.33,Low Risk,61,Wednesday
Arunachal Pradesh,14-01-2021,"16,783",56,"16,669",1,"386,124","2,658",0.69,0,"1,504,000",0.00,0.33,Low Risk,58,Thursday
Arunachal Pradesh,15-01-2021,"16,798",56,"16,674",15,"386,656","2,658",0.69,0,"1,504,000",0.00,0.33,Low Risk,68,Friday
Arunachal Pradesh,16-01-2021,"16,802",56,"16,682",4,"387,121","2,658",0.69,81,"1,504,000",0.01,0.33,Low Risk,64,Saturday
Arunachal Pradesh,17-01-2021,"16,808",56,"16,690",6,"387,291","2,658",0.69,178,"1,504,000",0.01,0.33,Low Risk,62,Sunday
Arunachal Pradesh,18-01-2021,"16,811",56,"16,697",3,"387,691","2,658",0.69,560,"1,504,000",0.04,0.33,Low Risk,58,Monday
Arunachal Pradesh,19-01-2021,"16,812",56,"16,699",1,"388,013","2,658",0.69,574,"1,504,000",0.04,0.33,Low Risk,57,Tuesday
Arunachal Pradesh,20-01-2021,"16,815",56,"16,707",3,"388,375","2,658",0.68,601,"1,504,000",0.04,0.33,Low Risk,52,Wednesday
Arunachal Pradesh,21-01-2021,"16,815",56,"16,713",0,"388,696","2,658",0.68,"1,154","1,504,000",0.08,0.33,Low Risk,46,Thursday
Arunachal Pradesh,22-01-2021,"16,816",56,"16,722",1,"389,149","2,658",0.68,"1,818","1,504,000",0.12,0.33,Low Risk,38,Friday
Arunachal Pradesh,23-01-2021,"16,817",56,"16,724",1,"389,553","2,658",0.68,"2,446","1,504,000",0.16,0.33,Low Risk,37,Saturday
Arunachal Pradesh,24-01-2021,"16,818",56,"16,725",1,"389,689","2,658",0.68,"2,529","1,504,000",0.17,0.33,Low Risk,37,Sunday
Arunachal Pradesh,25-01-2021,"16,819",56,"16,745",1,"390,074","2,658",0.68,"3,442","1,504,000",0.23,0.33,Low Risk,18,Monday
Arunachal Pradesh,26-01-2021,"16,820",56,"16,749",1,"390,552","2,658",0.68,"3,462","1,504,000",0.23,0.33,Low Risk,15,Tuesday
Arunachal Pradesh,27-01-2021,"16,821",56,"16,751",1,"390,926","2,658",0.68,"3,998","1,504,000",0.27,0.33,Low Risk,14,Wednesday
Arunachal Pradesh,28-01-2021,"16,824",56,"16,753",3,"391,275","2,658",0.68,"5,470","1,504,000",0.36,0.33,Low Risk,15,Thursday
Arunachal Pradesh,29-01-2021,"16,827",56,"16,756",3,"391,822","2,658",0.68,"6,106","1,504,000",0.41,0.33,Low Risk,15,Friday
Arunachal Pradesh,30-01-2021,"16,827",56,"16,758",0,"392,143","2,658",0.68,"6,491","1,504,000",0.43,0.33,Low Risk,13,Saturday
Arunachal Pradesh,31-01-2021,"16,828",56,"16,758",1,"392,211","2,658",0.68,"6,525","1,504,000",0.43,0.33,Low Risk,14,Sunday
Arunachal Pradesh,01-02-2021,"16,828",56,"16,759",0,"392,762","2,658",0.68,"6,668","1,504,000",0.44,0.33,Low Risk,13,Monday
Arunachal Pradesh,02-02-2021,"16,828",56,"16,762",0,"393,314","2,658",0.68,"6,668","1,504,000",0.44,0.33,Low Risk,10,Tuesday
Arunachal Pradesh,03-02-2021,"16,829",56,"16,762",1,"393,880","2,658",0.67,"6,758","1,504,000",0.45,0.33,Low Risk,11,Wednesday
Arunachal Pradesh,04-02-2021,"16,829",56,"16,764",0,"394,542","2,658",0.67,"7,785","1,504,000",0.52,0.33,Low Risk,9,Thursday
Arunachal Pradesh,05-02-2021,"16,829",56,"16,765",0,"395,200","2,658",0.67,"8,745","1,504,000",0.58,0.33,Low Risk,8,Friday
Arunachal Pradesh,06-02-2021,"16,829",56,"16,765",0,"395,795","2,658",0.67,"9,288","1,504,000",0.62,0.33,Low Risk,8,Saturday
Arunachal Pradesh,07-02-2021,"16,830",56,"16,767",1,"395,994","2,658",0.67,"9,292","1,504,000",0.62,0.33,Low Risk,7,Sunday
Arunachal Pradesh,08-02-2021,"16,830",56,"16,767",0,"397,038","2,658",0.67,"10,438","1,504,000",0.69,0.33,Low Risk,7,Monday
Arunachal Pradesh,09-02-2021,"16,831",56,"16,770",1,"397,631","2,658",0.67,"10,465","1,504,000",0.70,0.33,Low Risk,5,Tuesday
Arunachal Pradesh,10-02-2021,"16,831",56,"16,771",0,"398,385","2,658",0.67,"10,529","1,504,000",0.70,0.33,Low Risk,4,Wednesday
Arunachal Pradesh,11-02-2021,"16,831",56,"16,771",0,"398,970","2,658",0.67,"11,372","1,504,000",0.76,0.33,Low Risk,4,Thursday
Arunachal Pradesh,12-02-2021,"16,832",56,"16,771",1,"399,702","2,658",0.66,"12,173","1,504,000",0.81,0.33,Low Risk,5,Friday
Arunachal Pradesh,13-02-2021,"16,832",56,"16,771",0,"400,178","2,658",0.66,"13,707","1,504,000",0.91,0.33,Low Risk,5,Saturday
Arunachal Pradesh,14-02-2021,"16,832",56,"16,772",0,"400,354","2,658",0.66,"13,730","1,504,000",0.91,0.33,Low Risk,4,Sunday
Arunachal Pradesh,15-02-2021,"16,832",56,"16,773",0,"400,852","2,658",0.66,"17,018","1,504,000",1.13,0.33,Low Risk,3,Monday
Arunachal Pradesh,16-02-2021,"16,833",56,"16,774",1,"401,518","2,658",0.66,"17,130","1,504,000",1.14,0.33,Low Risk,3,Tuesday
Arunachal Pradesh,17-02-2021,"16,833",56,"16,774",0,"402,086","2,658",0.66,"17,136","1,504,000",1.14,0.33,Low Risk,3,Wednesday
Arunachal Pradesh,18-02-2021,"16,833",56,"16,774",0,"402,617","2,658",0.66,"20,421","1,504,000",1.36,0.33,Low Risk,3,Thursday
Arunachal Pradesh,19-02-2021,"16,836",56,"16,775",3,"403,063","2,658",0.66,"23,982","1,504,000",1.59,0.33,Low Risk,5,Friday
Arunachal Pradesh,20-02-2021,"16,836",56,"16,775",0,"403,289","2,658",0.66,"24,238","1,504,000",1.61,0.33,Low Risk,5,Saturday
Arunachal Pradesh,21-02-2021,"16,836",56,"16,775",0,"403,485","2,658",0.66,"24,238","1,504,000",1.61,0.33,Low Risk,5,Sunday
Arunachal Pradesh,22-02-2021,"16,836",56,"16,775",0,"403,950","2,658",0.66,"26,904","1,504,000",1.79,0.33,Low Risk,5,Monday
Arunachal Pradesh,23-02-2021,"16,836",56,"16,775",0,"404,280","2,658",0.66,"28,444","1,504,000",1.89,0.33,Low Risk,5,Tuesday
Arunachal Pradesh,24-02-2021,"16,836",56,"16,776",0,"404,737","2,658",0.66,"28,468","1,504,000",1.89,0.33,Low Risk,4,Wednesday
Arunachal Pradesh,25-02-2021,"16,836",56,"16,776",0,"404,999","2,658",0.66,"31,209","1,504,000",2.08,0.33,Low Risk,4,Thursday
Arunachal Pradesh,26-02-2021,"16,836",56,"16,777",0,"405,335","2,658",0.66,"32,865","1,504,000",2.19,0.33,Low Risk,3,Friday
Arunachal Pradesh,27-02-2021,"16,836",56,"16,777",0,"405,647","2,658",0.66,"32,865","1,504,000",2.19,0.33,Low Risk,3,Saturday
Arunachal Pradesh,28-02-2021,"16,836",56,"16,777",0,"405,804","2,658",0.65,"32,865","1,504,000",2.19,0.33,Low Risk,3,Sunday
Arunachal Pradesh,01-03-2021,"16,836",56,"16,780",0,"406,182","2,658",0.65,"32,865","1,504,000",2.19,0.33,Low Risk,0,Monday
Arunachal Pradesh,02-03-2021,"16,837",56,"16,780",1,"406,705","2,658",0.65,"37,490","1,504,000",2.49,0.33,Low Risk,1,Tuesday
Arunachal Pradesh,03-03-2021,"16,838",56,"16,780",1,"407,051","2,658",0.65,"37,937","1,504,000",2.52,0.33,Low Risk,2,Wednesday
Arunachal Pradesh,04-03-2021,"16,838",56,"16,780",0,"407,377","2,658",0.65,"41,398","1,504,000",2.75,0.33,Low Risk,2,Thursday
Arunachal Pradesh,05-03-2021,"16,838",56,"16,780",0,"407,682","2,658",0.65,"44,881","1,504,000",2.98,0.33,Low Risk,2,Friday
Arunachal Pradesh,06-03-2021,"16,839",56,"16,780",1,"408,024","2,658",0.65,"46,901","1,504,000",3.12,0.33,Low Risk,3,Saturday
Arunachal Pradesh,07-03-2021,"16,839",56,"16,780",0,"408,171","2,658",0.65,"46,960","1,504,000",3.12,0.33,Low Risk,3,Sunday
Arunachal Pradesh,08-03-2021,"16,839",56,"16,780",0,"408,452","2,658",0.65,"49,950","1,504,000",3.32,0.33,Low Risk,3,Monday
Arunachal Pradesh,09-03-2021,"16,839",56,"16,780",0,"408,728","2,658",0.65,"49,950","1,504,000",3.32,0.33,Low Risk,3,Tuesday
Arunachal Pradesh,10-03-2021,"16,839",56,"16,780",0,"409,168","2,658",0.65,"49,950","1,504,000",3.32,0.33,Low Risk,3,Wednesday
Arunachal Pradesh,11-03-2021,"16,839",56,"16,780",0,"409,502","2,658",0.65,"49,950","1,504,000",3.32,0.33,Low Risk,3,Thursday
Arunachal Pradesh,12-03-2021,"16,840",56,"16,780",1,"409,789","2,658",0.65,"49,950","1,504,000",3.32,0.33,Low Risk,4,Friday
Arunachal Pradesh,13-03-2021,"16,840",56,"16,780",0,"409,993","2,658",0.65,"49,950","1,504,000",3.32,0.33,Low Risk,4,Saturday
Arunachal Pradesh,14-03-2021,"16,840",56,"16,781",0,"410,101","2,658",0.65,"49,950","1,504,000",3.32,0.33,Low Risk,3,Sunday
Arunachal Pradesh,15-03-2021,"16,840",56,"16,781",0,"410,355","2,658",0.65,"51,378","1,504,000",3.42,0.33,Low Risk,3,Monday
Arunachal Pradesh,16-03-2021,"16,840",56,"16,783",0,"410,571","2,658",0.65,"63,404","1,504,000",4.22,0.33,Low Risk,1,Tuesday
Arunachal Pradesh,17-03-2021,"16,841",56,"16,783",1,"410,875","2,658",0.65,"63,870","1,504,000",4.25,0.33,Low Risk,2,Wednesday
Arunachal Pradesh,18-03-2021,"16,841",56,"16,783",0,"411,170","2,658",0.65,"67,242","1,504,000",4.47,0.33,Low Risk,2,Thursday
Arunachal Pradesh,19-03-2021,"16,842",56,"16,783",1,"411,459","2,658",0.65,"69,729","1,504,000",4.64,0.33,Low Risk,3,Friday
Arunachal Pradesh,20-03-2021,"16,842",56,"16,783",0,"411,693","2,658",0.65,"71,994","1,504,000",4.79,0.33,Low Risk,3,Saturday
Arunachal Pradesh,21-03-2021,"16,842",56,"16,783",0,"411,821","2,658",0.65,"72,176","1,504,000",4.80,0.33,Low Risk,3,Sunday
Arunachal Pradesh,22-03-2021,"16,842",56,"16,783",0,"411,947","2,658",0.65,"75,417","1,504,000",5.01,0.33,Low Risk,3,Monday
Arunachal Pradesh,23-03-2021,"16,842",56,"16,784",0,"412,230","2,658",0.64,"77,761","1,504,000",5.17,0.33,Low Risk,2,Tuesday
Arunachal Pradesh,24-03-2021,"16,842",56,"16,784",0,"412,521","2,658",0.64,"77,826","1,504,000",5.17,0.33,Low Risk,2,Wednesday
Arunachal Pradesh,25-03-2021,"16,842",56,"16,785",0,"412,761","2,658",0.64,"81,124","1,504,000",5.39,0.33,Low Risk,1,Thursday
Arunachal Pradesh,26-03-2021,"16,842",56,"16,785",0,"413,053","2,658",0.64,"84,011","1,504,000",5.59,0.33,Low Risk,1,Friday
Arunachal Pradesh,27-03-2021,"16,843",56,"16,785",1,"413,321","2,658",0.64,"86,161","1,504,000",5.73,0.33,Low Risk,2,Saturday
Arunachal Pradesh,28-03-2021,"16,845",56,"16,785",2,"413,432","2,658",0.64,"86,274","1,504,000",5.74,0.33,Low Risk,4,Sunday
Arunachal Pradesh,29-03-2021,"16,845",56,"16,785",0,"413,554","2,658",0.64,"86,714","1,504,000",5.77,0.33,Low Risk,4,Monday
Arunachal Pradesh,30-03-2021,"16,845",56,"16,785",0,"413,804","2,658",0.64,"88,645","1,504,000",5.89,0.33,Low Risk,4,Tuesday
Arunachal Pradesh,31-03-2021,"16,845",56,"16,785",0,"413,963","2,658",0.64,"88,794","1,504,000",5.90,0.33,Low Risk,4,Wednesday
Arunachal Pradesh,01-04-2021,"16,845",56,"16,785",0,"414,169","2,658",0.64,"94,722","1,504,000",6.30,0.33,Low Risk,4,Thursday
Arunachal Pradesh,02-04-2021,"16,845",56,"16,785",0,"414,273","2,658",0.64,"96,882","1,504,000",6.44,0.33,Low Risk,4,Friday
Arunachal Pradesh,03-04-2021,"16,846",56,"16,785",1,"414,467","2,658",0.64,"100,734","1,504,000",6.70,0.33,Low Risk,5,Saturday
Arunachal Pradesh,04-04-2021,"16,849",56,"16,785",3,"414,602","2,658",0.64,"102,608","1,504,000",6.82,0.33,Low Risk,8,Sunday
Arunachal Pradesh,05-04-2021,"16,849",56,"16,785",0,"414,958","2,658",0.64,"106,688","1,504,000",7.09,0.33,Low Risk,8,Monday
Arunachal Pradesh,06-04-2021,"16,851",56,"16,785",2,"415,217","2,658",0.64,"109,164","1,504,000",7.26,0.33,Low Risk,10,Tuesday
Arunachal Pradesh,07-04-2021,"16,853",56,"16,786",2,"415,547","2,658",0.64,"113,682","1,504,000",7.56,0.33,Low Risk,11,Wednesday
Arunachal Pradesh,08-04-2021,"16,861",56,"16,788",8,"416,046","2,658",0.64,"120,397","1,504,000",8.01,0.33,Low Risk,17,Thursday
Arunachal Pradesh,09-04-2021,"16,873",56,"16,788",12,"416,577","2,658",0.64,"126,463","1,504,000",8.41,0.33,Low Risk,29,Friday
Arunachal Pradesh,10-04-2021,"16,875",56,"16,789",2,"416,897","2,658",0.64,"131,302","1,504,000",8.73,0.33,Low Risk,30,Saturday
Arunachal Pradesh,11-04-2021,"16,878",56,"16,790",3,"417,041","2,658",0.64,"134,976","1,504,000",8.97,0.33,Low Risk,32,Sunday
Arunachal Pradesh,12-04-2021,"16,882",56,"16,790",4,"417,356","2,658",0.64,"144,137","1,504,000",9.58,0.33,Low Risk,36,Monday
Arunachal Pradesh,13-04-2021,"16,888",56,"16,791",6,"417,994","2,658",0.64,"151,848","1,504,000",10.10,0.33,Low Risk,41,Tuesday
Arunachal Pradesh,14-04-2021,"16,902",56,"16,791",14,"418,290","2,658",0.64,"158,012","1,504,000",10.51,0.33,Low Risk,55,Wednesday
Arunachal Pradesh,15-04-2021,"16,912",56,"16,792",10,"418,501","2,658",0.64,"161,160","1,504,000",10.72,0.33,Low Risk,64,Thursday
Arunachal Pradesh,16-04-2021,"16,920",56,"16,798",8,"419,072","2,658",0.63,"166,632","1,504,000",11.08,0.33,Low Risk,66,Friday
Arunachal Pradesh,17-04-2021,"16,948",56,"16,800",28,"419,731","2,658",0.63,"170,756","1,504,000",11.35,0.33,Low Risk,92,Saturday
Arunachal Pradesh,18-04-2021,"16,967",56,"16,806",19,"419,969","2,658",0.63,"172,614","1,504,000",11.48,0.33,Low Risk,105,Sunday
Arunachal Pradesh,19-04-2021,"16,987",56,"16,809",20,"421,131","2,658",0.63,"180,287","1,504,000",11.99,0.33,Low Risk,122,Monday
Arunachal Pradesh,20-04-2021,"17,052",56,"16,820",65,"423,123","2,658",0.63,"186,002","1,504,000",12.37,0.33,Low Risk,176,Tuesday
Arunachal Pradesh,21-04-2021,"17,113",56,"16,835",61,"425,461","2,658",0.62,"190,466","1,504,000",12.66,0.33,Low Risk,222,Wednesday
Arunachal Pradesh,22-04-2021,"17,186",56,"16,851",73,"428,202","2,658",0.62,"197,443","1,504,000",13.13,0.33,Low Risk,279,Thursday
Arunachal Pradesh,23-04-2021,"17,296",56,"16,860",110,"431,231","2,658",0.62,"204,501","1,504,000",13.60,0.32,Low Risk,380,Friday
Arunachal Pradesh,24-04-2021,"17,430",56,"16,921",134,"434,293","2,658",0.61,"209,180","1,504,000",13.91,0.32,Low Risk,453,Saturday
Arunachal Pradesh,25-04-2021,"17,546",56,"16,940",116,"436,658","2,658",0.61,"210,335","1,504,000",13.99,0.32,Low Risk,550,Sunday
Arunachal Pradesh,26-04-2021,"17,607",58,"16,968",61,"440,234","2,658",0.60,"216,717","1,504,000",14.41,0.33,Low Risk,581,Monday
Arunachal Pradesh,27-04-2021,"17,775",58,"16,993",168,"443,327","2,658",0.60,"222,085","1,504,000",14.77,0.33,Low Risk,724,Tuesday
Arunachal Pradesh,28-04-2021,"17,898",58,"17,021",123,"447,019","2,658",0.59,"227,853","1,504,000",15.15,0.32,Low Risk,819,Wednesday
Arunachal Pradesh,29-04-2021,"18,062",58,"17,038",164,"450,543","2,658",0.59,"234,677","1,504,000",15.60,0.32,Low Risk,966,Thursday
Arunachal Pradesh,30-04-2021,"18,256",59,"17,085",194,"453,906","2,658",0.59,"241,423","1,504,000",16.05,0.32,Low Risk,"1,112",Friday
Arunachal Pradesh,01-05-2021,"18,419",59,"17,134",163,"457,369","2,658",0.58,"245,524","1,504,000",16.32,0.32,Low Risk,"1,226",Saturday
Arunachal Pradesh,02-05-2021,"18,636",59,"17,190",217,"459,804","2,658",0.58,"246,580","1,504,000",16.39,0.32,Low Risk,"1,387",Sunday
Arunachal Pradesh,03-05-2021,"18,738",59,"17,273",102,"463,551","2,658",0.57,"252,527","1,504,000",16.79,0.31,Low Risk,"1,406",Monday
Arunachal Pradesh,04-05-2021,"18,958",59,"17,363",220,"467,378","2,658",0.57,"256,929","1,504,000",17.08,0.31,Low Risk,"1,536",Tuesday
Arunachal Pradesh,05-05-2021,"19,192",59,"17,501",234,"470,855","2,658",0.56,"261,968","1,504,000",17.42,0.31,Low Risk,"1,632",Wednesday
Arunachal Pradesh,06-05-2021,"19,412",59,"17,577",220,"474,314","2,658",0.56,"267,741","1,504,000",17.80,0.30,Low Risk,"1,776",Thursday
Arunachal Pradesh,07-05-2021,"19,634",59,"17,717",222,"477,466","2,658",0.56,"273,182","1,504,000",18.16,0.30,Low Risk,"1,858",Friday
Arunachal Pradesh,08-05-2021,"19,802",60,"17,849",168,"480,631","2,658",0.55,"277,640","1,504,000",18.46,0.30,Low Risk,"1,893",Saturday
Arunachal Pradesh,09-05-2021,"20,046",60,"17,984",244,"482,862","2,658",0.55,"278,983","1,504,000",18.55,0.30,Low Risk,"2,002",Sunday
Arunachal Pradesh,10-05-2021,"20,165",60,"18,172",119,"485,734","2,658",0.55,"285,021","1,504,000",18.95,0.30,Low Risk,"1,933",Monday
Arunachal Pradesh,11-05-2021,"20,370",64,"18,351",205,"488,727","2,658",0.54,"288,821","1,504,000",19.20,0.31,Low Risk,"1,955",Tuesday
Arunachal Pradesh,12-05-2021,"20,575",68,"18,583",205,"492,061","2,658",0.54,"290,786","1,504,000",19.33,0.33,Low Risk,"1,924",Wednesday
Arunachal Pradesh,13-05-2021,"20,854",69,"18,691",279,"495,141","2,658",0.54,"293,469","1,504,000",19.51,0.33,Low Risk,"2,094",Thursday
Arunachal Pradesh,14-05-2021,"21,110",72,"18,871",256,"497,938","2,658",0.53,"295,034","1,504,000",19.62,0.34,Low Risk,"2,167",Friday
Arunachal Pradesh,15-05-2021,"21,373",77,"19,094",263,"500,708","2,658",0.53,"296,640","1,504,000",19.72,0.36,Low Risk,"2,202",Saturday
Arunachal Pradesh,16-05-2021,"21,622",78,"19,293",249,"502,767","2,658",0.53,"297,055","1,504,000",19.75,0.36,Low Risk,"2,251",Sunday
Arunachal Pradesh,17-05-2021,"21,802",81,"19,461",180,"506,975","2,658",0.52,"302,578","1,504,000",20.12,0.37,Low Risk,"2,260",Monday
Arunachal Pradesh,18-05-2021,"22,106",85,"19,675",304,"511,863","2,658",0.52,"308,245","1,504,000",20.50,0.38,Low Risk,"2,346",Tuesday
Arunachal Pradesh,19-05-2021,"22,462",88,"19,977",356,"516,372","2,658",0.51,"313,429","1,504,000",20.84,0.39,Low Risk,"2,397",Wednesday
Arunachal Pradesh,20-05-2021,"22,799",89,"20,125",337,"520,974","2,658",0.51,"318,150","1,504,000",21.15,0.39,Low Risk,"2,585",Thursday
Arunachal Pradesh,21-05-2021,"23,159",89,"20,339",360,"525,589","2,658",0.51,"321,367","1,504,000",21.37,0.38,Low Risk,"2,731",Friday
Arunachal Pradesh,22-05-2021,"23,553",92,"20,545",394,"530,121","2,658",0.50,"323,227","1,504,000",21.49,0.39,Low Risk,"2,916",Saturday
Arunachal Pradesh,23-05-2021,"23,867",95,"20,836",314,"533,126","2,658",0.50,"324,050","1,504,000",21.55,0.40,Low Risk,"2,936",Sunday
Arunachal Pradesh,24-05-2021,"24,093",98,"21,096",226,"539,733","2,658",0.49,"327,082","1,504,000",21.75,0.41,Low Risk,"2,899",Monday
Arunachal Pradesh,25-05-2021,"24,573",102,"21,344",480,"546,447","2,658",0.49,"328,603","1,504,000",21.85,0.42,Low Risk,"3,127",Tuesday
Arunachal Pradesh,26-05-2021,"25,002",104,"21,575",429,"553,056","2,658",0.48,"329,432","1,504,000",21.90,0.42,Low Risk,"3,323",Wednesday
Arunachal Pradesh,27-05-2021,"25,376",107,"21,765",374,"560,340","2,658",0.47,"330,440","1,504,000",21.97,0.42,Low Risk,"3,504",Thursday
Arunachal Pradesh,28-05-2021,"25,820",109,"22,019",444,"568,556","2,658",0.47,"331,507","1,504,000",22.04,0.42,Low Risk,"3,692",Friday
Arunachal Pradesh,29-05-2021,"26,317",111,"22,352",497,"575,997","2,658",0.46,"332,717","1,504,000",22.12,0.42,Low Risk,"3,854",Saturday
Arunachal Pradesh,30-05-2021,"26,778",114,"22,746",461,"580,353","2,658",0.46,"333,067","1,504,000",22.15,0.43,Low Risk,"3,918",Sunday
Arunachal Pradesh,31-05-2021,"26,950",115,"23,052",172,"585,905","2,658",0.45,"334,007","1,504,000",22.21,0.43,Low Risk,"3,783",Monday
Arunachal Pradesh,01-06-2021,"27,272",115,"23,402",322,"592,424","2,658",0.45,"336,634","1,504,000",22.38,0.42,Low Risk,"3,755",Tuesday
Arunachal Pradesh,02-06-2021,"27,642",116,"23,754",370,"599,605","2,658",0.44,"343,311","1,504,000",22.83,0.42,Low Risk,"3,772",Wednesday
Arunachal Pradesh,03-06-2021,"28,018",118,"24,083",376,"607,591","2,658",0.44,"351,449","1,504,000",23.37,0.42,Low Risk,"3,817",Thursday
Arunachal Pradesh,04-06-2021,"28,382",119,"24,420",364,"616,569","2,658",0.43,"362,909","1,504,000",24.13,0.42,Low Risk,"3,843",Friday
Arunachal Pradesh,05-06-2021,"28,786",122,"24,835",404,"624,422","2,658",0.43,"372,776","1,504,000",24.79,0.42,Low Risk,"3,829",Saturday
Arunachal Pradesh,06-06-2021,"29,113",123,"25,237",327,"630,180","2,658",0.42,"376,761","1,504,000",25.05,0.42,Low Risk,"3,753",Sunday
Arunachal Pradesh,07-06-2021,"29,336",125,"25,618",223,"638,028","2,658",0.42,"384,701","1,504,000",25.58,0.43,Low Risk,"3,593",Monday
Arunachal Pradesh,08-06-2021,"29,696",125,"26,131",360,"645,249","2,658",0.41,"390,012","1,504,000",25.93,0.42,Low Risk,"3,440",Tuesday
