state,date,confirmed,deaths,cured,daily_new_cases,totalsamples,positive,positive_test_rate,total_doses_administered,population,vaccination_rate,case_fatality_rate,risk_level,active_cases,day_of_week
Andaman and Nicobar Islands,17-04-2020,11,0,10,0,"1,403",12,0.86,0,"380,581",0.00,0.00,Low Risk,1,Friday
Andaman and Nicobar Islands,18-04-2020,12,0,11,1,"1,403",12,0.86,0,"380,581",0.00,0.00,Low Risk,1,Saturday
Andaman and Nicobar Islands,19-04-2020,14,0,11,2,"1,403",12,0.86,0,"380,581",0.00,0.00,Low Risk,3,Sunday
Andaman and Nicobar Islands,20-04-2020,15,0,11,1,"1,403",12,0.86,0,"380,581",0.00,0.00,Low Risk,4,Monday
Andaman and Nicobar Islands,21-04-2020,16,0,11,1,"1,403",12,0.86,0,"380,581",0.00,0.00,Low Risk,5,Tuesday
Andaman and Nicobar Islands,22-04-2020,17,0,11,1,"1,403",12,0.86,0,"380,581",0.00,0.00,Low Risk,6,Wednesday
Andaman and Nicobar Islands,23-04-2020,18,0,11,1,"1,403",12,0.86,0,"380,581",0.00,0.00,Low Risk,7,Thursday
Andaman and Nicobar Islands,24-04-2020,22,0,11,4,"2,679",27,1.01,0,"380,581",0.00,0.00,Low Risk,11,Friday
Andaman and Nicobar Islands,25-04-2020,27,0,11,5,"2,679",27,1.01,0,"380,581",0.00,0.00,Low Risk,16,Saturday
Andaman and Nicobar Islands,26-04-2020,33,0,11,6,"2,679",27,1.01,0,"380,581",0.00,0.00,Low Risk,22,Sunday
Andaman and Nicobar Islands,27-04-2020,33,0,11,0,"2,848",33,1.16,0,"380,581",0.00,0.00,Low Risk,22,Monday
Andaman and Nicobar Islands,28-04-2020,33,0,11,0,"2,848",33,1.16,0,"380,581",0.00,0.00,Low Risk,22,Tuesday
Andaman and Nicobar Islands,29-04-2020,33,0,15,0,"2,848",33,1.16,0,"380,581",0.00,0.00,Low Risk,18,Wednesday
Andaman and Nicobar Islands,30-04-2020,33,0,15,0,"2,848",33,1.16,0,"380,581",0.00,0.00,Low Risk,18,Thursday
Andaman and Nicobar Islands,01-05-2020,33,0,16,0,"3,754",33,0.88,0,"380,581",0.00,0.00,Low Risk,17,Friday
Andaman and Nicobar Islands,02-05-2020,33,0,16,0,"3,754",33,0.88,0,"380,581",0.00,0.00,Low Risk,17,Saturday
Andaman and Nicobar Islands,03-05-2020,33,0,17,0,"3,754",33,0.88,0,"380,581",0.00,0.00,Low Risk,16,Sunday
Andaman and Nicobar Islands,04-05-2020,33,0,32,0,"3,754",33,0.88,0,"380,581",0.00,0.00,Low Risk,1,Monday
Andaman and Nicobar Islands,05-05-2020,33,0,32,0,"3,754",33,0.88,0,"380,581",0.00,0.00,Low Risk,1,Tuesday
Andaman and Nicobar Islands,06-05-2020,33,0,32,0,"3,754",33,0.88,0,"380,581",0.00,0.00,Low Risk,1,Wednesday
Andaman and Nicobar Islands,07-05-2020,33,0,32,0,"3,754",33,0.88,0,"380,581",0.00,0.00,Low Risk,1,Thursday
Andaman and Nicobar Islands,08-05-2020,33,0,33,0,"3,754",33,0.88,0,"380,581",0.00,0.00,Low Risk,0,Friday
Andaman and Nicobar Islands,09-05-2020,33,0,33,0,"3,754",33,0.88,0,"380,581",0.00,0.00,Low Risk,0,Saturday
Andaman and Nicobar Islands,10-05-2020,33,0,33,0,"3,754",33,0.88,0,"380,581",0.00,0.00,Low Risk,0,Sunday
Andaman and Nicobar Islands,11-05-2020,33,0,33,0,"3,754",33,0.88,0,"380,581",0.00,0.00,Low Risk,0,Monday
Andaman and Nicobar Islands,12-05-2020,33,0,33,0,"3,754",33,0.88,0,"380,581",0.00,0.00,Low Risk,0,Tuesday
Andaman and Nicobar Islands,13-05-2020,33,0,33,0,"3,754",33,0.88,0,"380,581",0.00,0.00,Low Risk,0,Wednesday
Andaman and Nicobar Islands,14-05-2020,33,0,33,0,"3,754",33,0.88,0,"380,581",0.00,0.00,Low Risk,0,Thursday
Andaman and Nicobar Islands,15-05-2020,33,0,33,0,"3,754",33,0.88,0,"380,581",0.00,0.00,Low Risk,0,Friday
Andaman and Nicobar Islands,16-05-2020,33,0,33,0,"6,677",33,0.49,0,"380,581",0.00,0.00,Low Risk,0,Saturday
Andaman and Nicobar Islands,17-05-2020,33,0,33,0,"6,677",33,0.49,0,"380,581",0.00,0.00,Low Risk,0,Sunday
Andaman and Nicobar Islands,18-05-2020,33,0,33,0,"6,677",33,0.49,0,"380,581",0.00,0.00,Low Risk,0,Monday
Andaman and Nicobar Islands,19-05-2020,33,0,33,0,"6,965",33,0.47,0,"380,581",0.00,0.00,Low Risk,0,Tuesday
Andaman and Nicobar Islands,20-05-2020,33,0,33,0,"7,082",33,0.47,0,"380,581",0.00,0.00,Low Risk,0,Wednesday
Andaman and Nicobar Islands,21-05-2020,33,0,33,0,"7,167",33,0.46,0,"380,581",0.00,0.00,Low Risk,0,Thursday
Andaman and Nicobar Islands,22-05-2020,33,0,33,0,"7,263",33,0.45,0,"380,581",0.00,0.00,Low Risk,0,Friday
Andaman and Nicobar Islands,23-05-2020,33,0,33,0,"7,327",33,0.45,0,"380,581",0.00,0.00,Low Risk,0,Saturday
Andaman and Nicobar Islands,24-05-2020,33,0,33,0,"7,327",33,0.45,0,"380,581",0.00,0.00,Low Risk,0,Sunday
Andaman and Nicobar Islands,25-05-2020,33,0,33,0,"7,363",33,0.45,0,"380,581",0.00,0.00,Low Risk,0,Monday
Andaman and Nicobar Islands,26-05-2020,33,0,33,0,"7,448",33,0.44,0,"380,581",0.00,0.00,Low Risk,0,Tuesday
Andaman and Nicobar Islands,27-05-2020,33,0,33,0,"7,499",33,0.44,0,"380,581",0.00,0.00,Low Risk,0,Wednesday
Andaman and Nicobar Islands,28-05-2020,33,0,33,0,"7,519",33,0.44,0,"380,581",0.00,0.00,Low Risk,0,Thursday
Andaman and Nicobar Islands,29-05-2020,33,0,33,0,"7,567",33,0.44,0,"380,581",0.00,0.00,Low Risk,0,Friday
Andaman and Nicobar Islands,30-05-2020,33,0,33,0,"7,567",33,0.44,0,"380,581",0.00,0.00,Low Risk,0,Saturday
Andaman and Nicobar Islands,31-05-2020,33,0,33,0,"7,706",33,0.43,0,"380,581",0.00,0.00,Low Risk,0,Sunday
Andaman and Nicobar Islands,01-06-2020,33,0,33,0,"7,805",33,0.42,0,"380,581",0.00,0.00,Low Risk,0,Monday
Andaman and Nicobar Islands,02-06-2020,33,0,33,0,"8,086",33,0.41,0,"380,581",0.00,0.00,Low Risk,0,Tuesday
Andaman and Nicobar Islands,03-06-2020,33,0,33,0,"8,295",33,0.40,0,"380,581",0.00,0.00,Low Risk,0,Wednesday
Andaman and Nicobar Islands,04-06-2020,33,0,33,0,"8,413",33,0.39,0,"380,581",0.00,0.00,Low Risk,0,Thursday
Andaman and Nicobar Islands,05-06-2020,33,0,33,0,"8,694",33,0.38,0,"380,581",0.00,0.00,Low Risk,0,Friday
Andaman and Nicobar Islands,06-06-2020,33,0,33,0,"9,037",33,0.37,0,"380,581",0.00,0.00,Low Risk,0,Saturday
Andaman and Nicobar Islands,07-06-2020,33,0,33,0,"9,242",33,0.36,0,"380,581",0.00,0.00,Low Risk,0,Sunday
Andaman and Nicobar Islands,08-06-2020,33,0,33,0,"9,341",33,0.35,0,"380,581",0.00,0.00,Low Risk,0,Monday
Andaman and Nicobar Islands,09-06-2020,33,0,33,0,"9,859",33,0.33,0,"380,581",0.00,0.00,Low Risk,0,Tuesday
Andaman and Nicobar Islands,10-06-2020,33,0,33,0,"10,010",35,0.35,0,"380,581",0.00,0.00,Low Risk,0,Wednesday
Andaman and Nicobar Islands,11-06-2020,34,0,33,1,"10,226",38,0.37,0,"380,581",0.00,0.00,Low Risk,1,Thursday
Andaman and Nicobar Islands,12-06-2020,38,0,33,4,"10,697",38,0.36,0,"380,581",0.00,0.00,Low Risk,5,Friday
Andaman and Nicobar Islands,13-06-2020,38,0,33,0,"10,955",38,0.35,0,"380,581",0.00,0.00,Low Risk,5,Saturday
Andaman and Nicobar Islands,14-06-2020,38,0,33,0,"11,356",38,0.33,0,"380,581",0.00,0.00,Low Risk,5,Sunday
Andaman and Nicobar Islands,15-06-2020,38,0,33,0,"11,518",41,0.36,0,"380,581",0.00,0.00,Low Risk,5,Monday
Andaman and Nicobar Islands,16-06-2020,41,0,33,3,"11,809",44,0.37,0,"380,581",0.00,0.00,Low Risk,8,Tuesday
Andaman and Nicobar Islands,17-06-2020,44,0,33,3,"12,239",44,0.36,0,"380,581",0.00,0.00,Low Risk,11,Wednesday
Andaman and Nicobar Islands,18-06-2020,44,0,33,0,"12,622",45,0.36,0,"380,581",0.00,0.00,Low Risk,11,Thursday
Andaman and Nicobar Islands,19-06-2020,44,0,33,0,"12,930",47,0.36,0,"380,581",0.00,0.00,Low Risk,11,Friday
Andaman and Nicobar Islands,20-06-2020,45,0,35,1,"13,320",47,0.35,0,"380,581",0.00,0.00,Low Risk,10,Saturday
Andaman and Nicobar Islands,21-06-2020,47,0,36,2,"13,434",48,0.36,0,"380,581",0.00,0.00,Low Risk,11,Sunday
Andaman and Nicobar Islands,22-06-2020,48,0,37,1,"13,511",48,0.36,0,"380,581",0.00,0.00,Low Risk,11,Monday
Andaman and Nicobar Islands,23-06-2020,48,0,37,0,"13,723",50,0.36,0,"380,581",0.00,0.00,Low Risk,11,Tuesday
Andaman and Nicobar Islands,24-06-2020,50,0,40,2,"13,994",56,0.40,0,"380,581",0.00,0.00,Low Risk,10,Wednesday
Andaman and Nicobar Islands,25-06-2020,56,0,43,6,"14,277",59,0.41,0,"380,581",0.00,0.00,Low Risk,13,Thursday
Andaman and Nicobar Islands,26-06-2020,59,0,43,3,"14,583",72,0.49,0,"380,581",0.00,0.00,Low Risk,16,Friday
Andaman and Nicobar Islands,27-06-2020,72,0,43,13,"14,851",73,0.49,0,"380,581",0.00,0.00,Low Risk,29,Saturday
Andaman and Nicobar Islands,28-06-2020,72,0,43,0,"15,094",83,0.55,0,"380,581",0.00,0.00,Low Risk,29,Sunday
Andaman and Nicobar Islands,29-06-2020,76,0,45,4,"15,410",90,0.58,0,"380,581",0.00,0.00,Low Risk,31,Monday
Andaman and Nicobar Islands,30-06-2020,90,0,46,14,"15,709",97,0.62,0,"380,581",0.00,0.00,Low Risk,44,Tuesday
Andaman and Nicobar Islands,01-07-2020,97,0,50,7,"15,982",100,0.63,0,"380,581",0.00,0.00,Low Risk,47,Wednesday
Andaman and Nicobar Islands,02-07-2020,100,0,50,3,"16,278",109,0.67,0,"380,581",0.00,0.00,Low Risk,50,Thursday
Andaman and Nicobar Islands,03-07-2020,109,0,51,9,"16,626",116,0.70,0,"380,581",0.00,0.00,Low Risk,58,Friday
Andaman and Nicobar Islands,04-07-2020,116,0,54,7,"16,832",119,0.71,0,"380,581",0.00,0.00,Low Risk,62,Saturday
Andaman and Nicobar Islands,05-07-2020,119,0,66,3,"16,909",125,0.74,0,"380,581",0.00,0.00,Low Risk,53,Sunday
Andaman and Nicobar Islands,06-07-2020,125,0,72,6,"17,095",141,0.82,0,"380,581",0.00,0.00,Low Risk,53,Monday
Andaman and Nicobar Islands,07-07-2020,141,0,74,16,"17,381",147,0.85,0,"380,581",0.00,0.00,Low Risk,67,Tuesday
Andaman and Nicobar Islands,08-07-2020,147,0,75,6,"17,643",149,0.84,0,"380,581",0.00,0.00,Low Risk,72,Wednesday
Andaman and Nicobar Islands,09-07-2020,149,0,77,2,"17,852",151,0.85,0,"380,581",0.00,0.00,Low Risk,72,Thursday
Andaman and Nicobar Islands,10-07-2020,151,0,83,2,"18,046",156,0.86,0,"380,581",0.00,0.00,Low Risk,68,Friday
Andaman and Nicobar Islands,11-07-2020,156,0,92,5,"18,315",163,0.89,0,"380,581",0.00,0.00,Low Risk,64,Saturday
Andaman and Nicobar Islands,12-07-2020,163,0,93,7,"18,447",163,0.88,0,"380,581",0.00,0.00,Low Risk,70,Sunday
Andaman and Nicobar Islands,13-07-2020,163,0,93,0,"18,609",166,0.89,0,"380,581",0.00,0.00,Low Risk,70,Monday
Andaman and Nicobar Islands,14-07-2020,166,0,109,3,"18,884",171,0.91,0,"380,581",0.00,0.00,Low Risk,57,Tuesday
Andaman and Nicobar Islands,15-07-2020,166,0,109,0,"19,061",176,0.92,0,"380,581",0.00,0.00,Low Risk,57,Wednesday
Andaman and Nicobar Islands,16-07-2020,176,0,130,10,"19,227",180,0.94,0,"380,581",0.00,0.00,Low Risk,46,Thursday
Andaman and Nicobar Islands,17-07-2020,180,0,133,4,"19,421",194,1.00,0,"380,581",0.00,0.00,Low Risk,47,Friday
Andaman and Nicobar Islands,18-07-2020,194,0,142,14,"19,671",198,1.01,0,"380,581",0.00,0.00,Low Risk,52,Saturday
Andaman and Nicobar Islands,19-07-2020,198,0,145,4,"19,904",203,1.02,0,"380,581",0.00,0.00,Low Risk,53,Sunday
Andaman and Nicobar Islands,20-07-2020,203,0,145,5,"20,301",207,1.02,0,"380,581",0.00,0.00,Low Risk,58,Monday
Andaman and Nicobar Islands,21-07-2020,207,0,152,4,"20,642",212,1.03,0,"380,581",0.00,0.00,Low Risk,55,Tuesday
Andaman and Nicobar Islands,22-07-2020,212,0,159,5,"21,043",221,1.05,0,"380,581",0.00,0.00,Low Risk,53,Wednesday
Andaman and Nicobar Islands,23-07-2020,221,0,163,9,"21,310",240,1.13,0,"380,581",0.00,0.00,Low Risk,58,Thursday
Andaman and Nicobar Islands,24-07-2020,240,0,170,19,"21,743",259,1.19,0,"380,581",0.00,0.00,Low Risk,70,Friday
Andaman and Nicobar Islands,25-07-2020,259,0,174,19,"21,965",290,1.32,0,"380,581",0.00,0.00,Low Risk,85,Saturday
Andaman and Nicobar Islands,26-07-2020,290,0,176,31,"22,049",324,1.47,0,"380,581",0.00,0.00,Low Risk,114,Sunday
Andaman and Nicobar Islands,27-07-2020,324,0,182,34,"22,548",338,1.50,0,"380,581",0.00,0.00,Low Risk,142,Monday
Andaman and Nicobar Islands,28-07-2020,338,1,192,14,"22,925",363,1.58,0,"380,581",0.00,0.30,Low Risk,145,Tuesday
Andaman and Nicobar Islands,29-07-2020,363,1,196,25,"23,217",428,1.84,0,"380,581",0.00,0.28,Low Risk,166,Wednesday
Andaman and Nicobar Islands,30-07-2020,428,2,201,65,"23,615",471,1.99,0,"380,581",0.00,0.47,Low Risk,225,Thursday
Andaman and Nicobar Islands,31-07-2020,471,4,201,43,"24,038",548,2.28,0,"380,581",0.00,0.85,Low Risk,266,Friday
Andaman and Nicobar Islands,01-08-2020,548,5,214,77,"24,308",636,2.62,0,"380,581",0.00,0.91,Low Risk,329,Saturday
Andaman and Nicobar Islands,02-08-2020,636,7,226,88,"24,580",734,2.99,0,"380,581",0.00,1.10,Low Risk,403,Sunday
Andaman and Nicobar Islands,03-08-2020,734,8,242,98,"25,034",830,3.32,0,"380,581",0.00,1.09,Low Risk,484,Monday
Andaman and Nicobar Islands,04-08-2020,830,10,263,96,"25,492",928,3.64,0,"380,581",0.00,1.20,Low Risk,557,Tuesday
Andaman and Nicobar Islands,05-08-2020,928,12,277,98,"25,826","1,027",3.98,0,"380,581",0.00,1.29,Low Risk,639,Wednesday
Andaman and Nicobar Islands,06-08-2020,"1,027",14,326,99,"26,516","1,123",4.24,0,"380,581",0.00,1.36,Low Risk,687,Thursday
Andaman and Nicobar Islands,07-08-2020,"1,123",16,355,96,"26,915","1,222",4.54,0,"380,581",0.00,1.42,Low Risk,752,Friday
Andaman and Nicobar Islands,08-08-2020,"1,222",19,425,99,"27,073","1,351",4.99,0,"380,581",0.00,1.55,Low Risk,778,Saturday
Andaman and Nicobar Islands,09-08-2020,"1,351",20,500,129,"27,103","1,490",5.50,0,"380,581",0.00,1.48,Low Risk,831,Sunday
Andaman and Nicobar Islands,10-08-2020,"1,490",20,648,139,"27,346","1,625",5.94,0,"380,581",0.00,1.34,Low Risk,822,Monday
Andaman and Nicobar Islands,11-08-2020,"1,625",20,709,135,"27,455","1,764",6.43,0,"380,581",0.00,1.23,Low Risk,896,Tuesday
Andaman and Nicobar Islands,12-08-2020,"1,764",21,749,139,"27,744","1,900",6.85,0,"380,581",0.00,1.19,Low Risk,994,Wednesday
Andaman and Nicobar Islands,13-08-2020,"1,900",21,829,136,"27,973","2,037",7.28,0,"380,581",0.00,1.11,Low Risk,"1,050",Thursday
Andaman and Nicobar Islands,14-08-2020,"2,037",22,924,137,"28,129","2,186",7.77,0,"380,581",0.00,1.08,Low Risk,"1,091",Friday
Andaman and Nicobar Islands,15-08-2020,"2,186",24,"1,032",149,"28,209","2,306",8.17,0,"380,581",0.00,1.10,Low Risk,"1,130",Saturday
Andaman and Nicobar Islands,16-08-2020,"2,306",24,"1,128",120,"28,229","2,399",8.50,0,"380,581",0.00,1.04,Low Risk,"1,154",Sunday
Andaman and Nicobar Islands,17-08-2020,"2,399",28,"1,226",93,"28,672","2,445",8.53,0,"380,581",0.00,1.17,Low Risk,"1,145",Monday
Andaman and Nicobar Islands,18-08-2020,"2,445",29,"1,325",46,"28,937","2,529",8.74,0,"380,581",0.00,1.19,Low Risk,"1,091",Tuesday
Andaman and Nicobar Islands,19-08-2020,"2,529",30,"1,421",84,"29,303","2,604",8.89,0,"380,581",0.00,1.19,Low Risk,"1,078",Wednesday
Andaman and Nicobar Islands,20-08-2020,"2,604",30,"1,529",75,"29,487","2,680",9.09,0,"380,581",0.00,1.15,Low Risk,"1,045",Thursday
Andaman and Nicobar Islands,21-08-2020,"2,680",31,"1,638",76,"29,573","2,747",9.29,0,"380,581",0.00,1.16,Low Risk,"1,011",Friday
Andaman and Nicobar Islands,22-08-2020,"2,747",32,"1,744",67,"29,888","2,808",9.40,0,"380,581",0.00,1.16,Low Risk,971,Saturday
Andaman and Nicobar Islands,23-08-2020,"2,808",32,"1,853",61,"30,278","2,860",9.45,0,"380,581",0.00,1.14,Low Risk,923,Sunday
Andaman and Nicobar Islands,24-08-2020,"2,860",33,"1,963",52,"30,513","2,904",9.52,0,"380,581",0.00,1.15,Low Risk,864,Monday
Andaman and Nicobar Islands,25-08-2020,"2,904",35,"2,092",44,"31,082","2,945",9.47,0,"380,581",0.00,1.21,Low Risk,777,Tuesday
Andaman and Nicobar Islands,26-08-2020,"2,945",37,"2,231",41,"31,646","2,985",9.43,0,"380,581",0.00,1.26,Low Risk,677,Wednesday
Andaman and Nicobar Islands,27-08-2020,"2,985",41,"2,309",40,"31,830","3,018",9.48,0,"380,581",0.00,1.37,Low Risk,635,Thursday
Andaman and Nicobar Islands,28-08-2020,"3,018",42,"2,374",33,"32,100","3,050",9.50,0,"380,581",0.00,1.39,Low Risk,602,Friday
Andaman and Nicobar Islands,29-08-2020,"3,050",42,"2,444",32,"32,407","3,081",9.51,0,"380,581",0.00,1.38,Low Risk,564,Saturday
Andaman and Nicobar Islands,30-08-2020,"3,081",44,"2,519",31,"32,674","3,104",9.50,0,"380,581",0.00,1.43,Low Risk,518,Sunday
Andaman and Nicobar Islands,31-08-2020,"3,104",45,"2,586",23,"33,485","3,132",9.35,0,"380,581",0.00,1.45,Low Risk,473,Monday
Andaman and Nicobar Islands,01-09-2020,"3,132",46,"2,647",28,"35,104","3,160",9.00,0,"380,581",0.00,1.47,Low Risk,439,Tuesday
Andaman and Nicobar Islands,02-09-2020,"3,160",46,"2,714",28,"36,136","3,160",8.74,0,"380,581",0.00,1.46,Low Risk,400,Wednesday
Andaman and Nicobar Islands,03-09-2020,"3,186",47,"2,758",26,"37,075","3,223",8.69,0,"380,581",0.00,1.48,Low Risk,381,Thursday
Andaman and Nicobar Islands,04-09-2020,"3,223",48,"2,823",37,"37,825","3,257",8.61,0,"380,581",0.00,1.49,Low Risk,352,Friday
Andaman and Nicobar Islands,05-09-2020,"3,257",49,"2,863",34,"38,574","3,292",8.53,0,"380,581",0.00,1.50,Low Risk,345,Saturday
Andaman and Nicobar Islands,06-09-2020,"3,292",50,"2,904",35,"39,205","3,332",8.50,0,"380,581",0.00,1.52,Low Risk,338,Sunday
Andaman and Nicobar Islands,07-09-2020,"3,332",50,"2,951",40,"39,995","3,359",8.40,0,"380,581",0.00,1.50,Low Risk,331,Monday
Andaman and Nicobar Islands,08-09-2020,"3,359",50,"2,997",27,"41,039","3,392",8.27,0,"380,581",0.00,1.49,Low Risk,312,Tuesday
Andaman and Nicobar Islands,09-09-2020,"3,392",50,"3,035",33,"41,776","3,426",8.20,0,"380,581",0.00,1.47,Low Risk,307,Wednesday
Andaman and Nicobar Islands,10-09-2020,"3,426",51,"3,078",34,"42,792","3,465",8.10,0,"380,581",0.00,1.49,Low Risk,297,Thursday
Andaman and Nicobar Islands,11-09-2020,"3,465",51,"3,121",39,"43,680","3,494",8.00,0,"380,581",0.00,1.47,Low Risk,293,Friday
Andaman and Nicobar Islands,12-09-2020,"3,494",51,"3,157",29,"44,570","3,521",7.90,0,"380,581",0.00,1.46,Low Risk,286,Saturday
Andaman and Nicobar Islands,13-09-2020,"3,521",51,"3,202",27,"45,279","3,546",7.83,0,"380,581",0.00,1.45,Low Risk,268,Sunday
Andaman and Nicobar Islands,14-09-2020,"3,546",51,"3,243",25,"45,987","3,557",7.73,0,"380,581",0.00,1.44,Low Risk,252,Monday
Andaman and Nicobar Islands,15-09-2020,"3,557",52,"3,278",11,"46,823","3,574",7.63,0,"380,581",0.00,1.46,Low Risk,227,Tuesday
Andaman and Nicobar Islands,16-09-2020,"3,574",52,"3,318",17,"47,794","3,593",7.52,0,"380,581",0.00,1.45,Low Risk,204,Wednesday
Andaman and Nicobar Islands,17-09-2020,"3,593",52,"3,345",19,"48,861","3,604",7.38,0,"380,581",0.00,1.45,Low Risk,196,Thursday
Andaman and Nicobar Islands,18-09-2020,"3,604",52,"3,378",11,"50,035","3,631",7.26,0,"380,581",0.00,1.44,Low Risk,174,Friday
Andaman and Nicobar Islands,19-09-2020,"3,631",52,"3,414",27,"50,681","3,644",7.19,0,"380,581",0.00,1.43,Low Risk,165,Saturday
Andaman and Nicobar Islands,20-09-2020,"3,644",52,"3,436",13,"51,262","3,651",7.12,0,"380,581",0.00,1.43,Low Risk,156,Sunday
Andaman and Nicobar Islands,21-09-2020,"3,651",52,"3,452",7,"52,220","3,673",7.03,0,"380,581",0.00,1.42,Low Risk,147,Monday
Andaman and Nicobar Islands,22-09-2020,"3,673",52,"3,469",22,"52,845","3,691",6.98,0,"380,581",0.00,1.42,Low Risk,152,Tuesday
Andaman and Nicobar Islands,23-09-2020,"3,691",52,"3,479",18,"53,591","3,712",6.93,0,"380,581",0.00,1.41,Low Risk,160,Wednesday
Andaman and Nicobar Islands,24-09-2020,"3,712",52,"3,494",21,"53,591","3,744",6.99,0,"380,581",0.00,1.40,Low Risk,166,Thursday
Andaman and Nicobar Islands,25-09-2020,"3,744",52,"3,503",32,"55,169","3,759",6.81,0,"380,581",0.00,1.39,Low Risk,189,Friday
Andaman and Nicobar Islands,26-09-2020,"3,759",52,"3,528",15,"56,059","3,774",6.73,0,"380,581",0.00,1.38,Low Risk,179,Saturday
Andaman and Nicobar Islands,27-09-2020,"3,774",52,"3,551",15,"56,661","3,794",6.70,0,"380,581",0.00,1.38,Low Risk,171,Sunday
Andaman and Nicobar Islands,28-09-2020,"3,794",53,"3,553",20,"57,343","3,803",6.63,0,"380,581",0.00,1.40,Low Risk,188,Monday
Andaman and Nicobar Islands,29-09-2020,"3,803",53,"3,582",9,"58,135","3,821",6.57,0,"380,581",0.00,1.39,Low Risk,168,Tuesday
Andaman and Nicobar Islands,30-09-2020,"3,821",53,"3,587",18,"58,763","3,835",6.53,0,"380,581",0.00,1.39,Low Risk,181,Wednesday
Andaman and Nicobar Islands,01-10-2020,"3,835",53,"3,608",14,"59,676","3,848",6.45,0,"380,581",0.00,1.38,Low Risk,174,Thursday
Andaman and Nicobar Islands,02-10-2020,"3,848",53,"3,623",13,"60,437","3,858",6.38,0,"380,581",0.00,1.38,Low Risk,172,Friday
Andaman and Nicobar Islands,03-10-2020,"3,858",53,"3,631",10,"61,231","3,868",6.32,0,"380,581",0.00,1.37,Low Risk,174,Saturday
Andaman and Nicobar Islands,04-10-2020,"3,868",53,"3,642",10,"62,103","3,884",6.25,0,"380,581",0.00,1.37,Low Risk,173,Sunday
Andaman and Nicobar Islands,05-10-2020,"3,884",53,"3,649",16,"63,009","3,899",6.19,0,"380,581",0.00,1.36,Low Risk,182,Monday
Andaman and Nicobar Islands,06-10-2020,"3,899",54,"3,659",15,"63,790","3,912",6.13,0,"380,581",0.00,1.38,Low Risk,186,Tuesday
Andaman and Nicobar Islands,07-10-2020,"3,912",54,"3,678",13,"65,111","3,935",6.04,0,"380,581",0.00,1.38,Low Risk,180,Wednesday
Andaman and Nicobar Islands,08-10-2020,"3,935",54,"3,696",23,"66,244","3,952",5.97,0,"380,581",0.00,1.37,Low Risk,185,Thursday
Andaman and Nicobar Islands,09-10-2020,"3,952",55,"3,707",17,"67,332","3,976",5.91,0,"380,581",0.00,1.39,Low Risk,190,Friday
Andaman and Nicobar Islands,10-10-2020,"3,976",55,"3,724",24,"68,464","3,992",5.83,0,"380,581",0.00,1.38,Low Risk,197,Saturday
Andaman and Nicobar Islands,11-10-2020,"3,992",55,"3,744",16,"69,146","4,005",5.79,0,"380,581",0.00,1.38,Low Risk,193,Sunday
Andaman and Nicobar Islands,12-10-2020,"4,005",55,"3,764",13,"69,932","4,023",5.75,0,"380,581",0.00,1.37,Low Risk,186,Monday
Andaman and Nicobar Islands,13-10-2020,"4,023",55,"3,770",18,"70,780","4,036",5.70,0,"380,581",0.00,1.37,Low Risk,198,Tuesday
Andaman and Nicobar Islands,14-10-2020,"4,036",55,"3,782",13,"71,624","4,046",5.65,0,"380,581",0.00,1.36,Low Risk,199,Wednesday
Andaman and Nicobar Islands,15-10-2020,"4,046",55,"3,796",10,"72,525","4,062",5.60,0,"380,581",0.00,1.36,Low Risk,195,Thursday
Andaman and Nicobar Islands,16-10-2020,"4,062",55,"3,817",16,"73,363","4,072",5.55,0,"380,581",0.00,1.35,Low Risk,190,Friday
Andaman and Nicobar Islands,17-10-2020,"4,072",56,"3,831",10,"74,277","4,083",5.50,0,"380,581",0.00,1.38,Low Risk,185,Saturday
Andaman and Nicobar Islands,18-10-2020,"4,083",56,"3,848",11,"75,030","4,108",5.48,0,"380,581",0.00,1.37,Low Risk,179,Sunday
Andaman and Nicobar Islands,19-10-2020,"4,108",56,"3,868",25,"75,977","4,126",5.43,0,"380,581",0.00,1.36,Low Risk,184,Monday
Andaman and Nicobar Islands,20-10-2020,"4,126",56,"3,892",18,"77,200","4,141",5.36,0,"380,581",0.00,1.36,Low Risk,178,Tuesday
Andaman and Nicobar Islands,21-10-2020,"4,141",56,"3,902",15,"78,303","4,168",5.32,0,"380,581",0.00,1.35,Low Risk,183,Wednesday
Andaman and Nicobar Islands,22-10-2020,"4,168",56,"3,913",27,"79,301","4,184",5.28,0,"380,581",0.00,1.34,Low Risk,199,Thursday
Andaman and Nicobar Islands,23-10-2020,"4,184",57,"3,937",16,"80,768","4,207",5.21,0,"380,581",0.00,1.36,Low Risk,190,Friday
Andaman and Nicobar Islands,24-10-2020,"4,207",58,"3,945",23,"81,880","4,225",5.16,0,"380,581",0.00,1.38,Low Risk,204,Saturday
Andaman and Nicobar Islands,25-10-2020,"4,225",58,"3,968",18,"82,626","4,245",5.14,0,"380,581",0.00,1.37,Low Risk,199,Sunday
Andaman and Nicobar Islands,26-10-2020,"4,245",58,"3,983",20,"83,115","4,253",5.12,0,"380,581",0.00,1.37,Low Risk,204,Monday
Andaman and Nicobar Islands,27-10-2020,"4,253",58,"3,997",8,"84,308","4,274",5.07,0,"380,581",0.00,1.36,Low Risk,198,Tuesday
